--------- beginning of /dev/log/system
01-01 08:00:02.852 I/Vold    ( 1569): Vold 2.1 (the revenge) firing up
01-01 08:00:02.853 D/Vold    ( 1569): [-vold_debug-85] :the service.vold.status is Normal
01-01 08:00:02.853 D/Vold    ( 1569): [-vold_debug-122] :defaultVolume = /storage/emulated/0 
01-01 08:00:02.853 D/Vold    ( 1569): [-vold_debug-139] :bind mount /mnt/sdcard to /storage/emulated/0 ok !
01-01 08:00:02.853 D/VoldCmdListener( 1569): [-vold_debug-785] :IsoMountCmd created!
12-18 16:58:31.509 I/CircleCornerLayout( 3999): draw
12-18 16:58:31.510 I/CircleCornerLayout( 3999): draw
12-18 16:58:31.510 I/CircleCornerLayout( 3999): draw
12-18 16:58:31.510 I/CircleCornerLayout( 3999): draw
12-18 16:58:31.510 I/CircleCornerLayout( 3999): draw
12-18 16:58:31.510 I/CircleCornerLayout( 3999): draw
12-18 16:58:31.510 I/CircleCornerLayout( 3999): draw
12-18 16:58:31.510 I/CircleCornerLayout( 3999): draw
12-18 16:58:31.511 I/CircleCornerLayout( 3999): draw
12-18 16:58:31.511 I/InfinitePageController_Page:6( 3999): InfinitePageController#ChildDrawingOrderCallback- pageIndex: 	6	childCount:	2	i:	1	focusedIndex:	-1	result:	0
12-18 16:58:31.511 I/CircleCornerLayout( 3999): draw
12-18 16:58:31.511 I/CircleCornerLayout( 3999): draw
12-18 16:58:31.511 I/CircleCornerLayout( 3999): draw
12-18 16:58:31.511 I/CircleCornerLayout( 3999): draw
12-18 16:58:31.511 I/CircleCornerLayout( 3999): draw
12-18 16:58:31.511 I/CircleCornerLayout( 3999): draw
12-18 16:58:31.512 I/CircleCornerLayout( 3999): draw
12-18 16:58:31.513 I/CircleCornerLayout( 3999): draw
12-18 16:58:31.523 I/CircleCornerLayout( 3999): draw
12-18 16:58:31.523 I/CircleCornerLayout( 3999): draw
12-18 16:58:31.523 I/CircleCornerLayout( 3999): draw
12-18 16:58:31.530 I/SingleImageView( 3999): costTime##createCornerTextView##start
12-18 16:58:31.532 I/SingleImageView( 3999): costTime##createCornerTextView##end
12-18 16:58:31.532 I/SingleImageView( 3999): SingleImageView#showFullData##end
12-18 16:58:31.533 D/pcapcmcc4( 3047): send_tcp_data_to_server_new: 2
12-18 16:58:31.533 D/pcapcmcc4( 3047): --- Send session --- Addr(1, 100.97.24.113 ~ 183.235.11.40) 
12-18 16:58:31.533 D/pcapcmcc4( 3047):  	 HTTPDATA:100.97.24.113#56749#183.235.11.40#8081#84203#84203#84203#84210#84203#84210#84210#480#4#0#2958#3156#3#0#183.235.11.40:8081#/pics/position/202007/29/2020072916105743766818.png8090/element_157110/images/element_157110_img_20201112174637.png#200#7#0#0#2#130560#128400#124800#0#0#0#
12-18 16:58:31.533 D/pcapcmcc4( 3047): 
12-18 16:58:31.533 D/pcapcmcc4( 3047): reset pkg_num!
12-18 16:58:31.535 I/SingleImageView( 3999): costTime##createCornerTextView##start
12-18 16:58:31.537 I/SingleImageView( 3999): costTime##createCornerTextView##end
12-18 16:58:31.537 I/SingleImageView( 3999): SingleImageView#showFullData##end
12-18 16:58:31.538 D/pcapcmcc4( 3047): send_tcp_data_to_server_new: 2
12-18 16:58:31.538 D/pcapcmcc4( 3047): --- Send session --- Addr(1, 100.97.24.113 ~ 183.235.11.40) 
12-18 16:58:31.538 D/pcapcmcc4( 3047):  	 HTTPDATA:100.97.24.113#46914#183.235.11.40#8081#85794#85794#85794#85802#85794#85802#85802#546#5#0#4850#5114#4#0#183.235.11.40:8081#/pics/showFlag/202003/30/2020033016483100176134.png975/element_102141/images/element_102141_img_20201119181057.png#200#9#0#0#2#291904#288422#283200#0#0#0#
12-18 16:58:31.538 D/pcapcmcc4( 3047): 
12-18 16:58:31.538 D/pcapcmcc4( 3047): reset pkg_num!
12-18 16:58:31.539 I/SingleImageView( 3999): costTime##createCornerTextView##start
12-18 16:58:31.542 I/SingleImageView( 3999): costTime##createCornerTextView##end
12-18 16:58:31.542 I/SingleImageView( 3999): SingleImageView#showFullData##end
12-18 16:58:31.542 D/pcapcmcc4( 3047): send_tcp_data_to_server_new: 2
12-18 16:58:31.542 D/pcapcmcc4( 3047): --- Send session --- Addr(1, 100.97.24.113 ~ 183.235.11.40) 
12-18 16:58:31.542 D/pcapcmcc4( 3047):  	 HTTPDATA:100.97.24.113#60407#183.235.11.40#8081#85839#85839#85839#85883#85839#85847#85883#9833#144#0#206216#215654#143#3#183.235.11.40:8081#/pics/apk_site/biz_58411101/biz_74936126/positions/BizPosition_28236/element_161772/images/element_161772_img_20201214161651.jpg#200#287#0#0#2#515776#308687#101632#0#0#0#
12-18 16:58:31.542 D/pcapcmcc4( 3047): 
12-18 16:58:31.542 D/pcapcmcc4( 3047): reset pkg_num!
12-18 16:58:31.544 I/SingleImageView( 3999): costTime##createCornerTextView##start
12-18 16:58:31.547 I/SingleImageView( 3999): costTime##createCornerTextView##end
12-18 16:58:31.547 I/SingleImageView( 3999): SingleImageView#showFullData##end
12-18 16:58:31.550 D/pcapcmcc4( 3047): add_tcp_node_to_list_new:59948 
12-18 16:58:31.550 D/pcapcmcc4( 3047): reset pkg_num!
12-18 16:58:31.551 I/SingleImageView( 3999): costTime##createCornerTextView##start
12-18 16:58:31.553 I/SingleImageView( 3999): costTime##createCornerTextView##end
12-18 16:58:31.553 I/SingleImageView( 3999): SingleImageView#showFullData##end
12-18 16:58:31.556 I/SingleImageView( 3999): costTime##createCornerTextView##start
12-18 16:58:31.559 I/SingleImageView( 3999): costTime##createCornerTextView##end
12-18 16:58:31.559 I/SingleImageView( 3999): SingleImageView#showFullData##end
12-18 16:58:31.594 I/bt-hci  ( 3446): BLE HCI(id=62) event = 0x02)
12-18 16:58:31.594 I/bt-hci  ( 3446): btu_ble_process_adv_pkt
12-18 16:58:31.594 D/BtGatt.btif( 3446): btif_gattc_upstreams_evt: Event 4096
12-18 16:58:31.594 D/BtGatt.GattService( 3446): onScanResult() - address=7A:54:A6:44:9E:4B, rssi=-48
12-18 16:58:31.594 D/BluetoothAdapter( 3577): onScanResult() - Device=7A:54:A6:44:9E:4B RSSI=-48
12-18 16:58:31.597 I/bt-hci  ( 3446): BLE HCI(id=62) event = 0x02)
12-18 16:58:31.597 I/bt-hci  ( 3446): btu_ble_process_adv_pkt
12-18 16:58:31.597 D/BtGatt.btif( 3446): btif_gattc_upstreams_evt: Event 4096
12-18 16:58:31.597 D/BtGatt.GattService( 3446): onScanResult() - address=2E:9C:60:66:8F:D5, rssi=-50
12-18 16:58:31.597 D/BluetoothAdapter( 3577): onScanResult() - Device=2E:9C:60:66:8F:D5 RSSI=-50
12-18 16:58:31.598 I/bt-hci  ( 3446): BLE HCI(id=62) event = 0x02)
12-18 16:58:31.598 I/bt-hci  ( 3446): btu_ble_process_adv_pkt
12-18 16:58:31.599 D/BtGatt.btif( 3446): btif_gattc_upstreams_evt: Event 4096
12-18 16:58:31.599 D/BtGatt.GattService( 3446): onScanResult() - address=0A:4C:1C:97:44:A1, rssi=-56
12-18 16:58:31.599 D/BluetoothAdapter( 3577): onScanResult() - Device=0A:4C:1C:97:44:A1 RSSI=-56
12-18 16:58:31.618 D/dalvikvm( 3999): GC_FOR_ALLOC freed 59K, 14% free 55725K/64220K, paused 58ms, total 58ms
12-18 16:58:31.619 I/dalvikvm-heap( 3999): Grow heap (frag case) to 54.798MB for 353440-byte allocation
12-18 16:58:31.664 I/bt-hci  ( 3446): BLE HCI(id=62) event = 0x02)
12-18 16:58:31.664 I/bt-hci  ( 3446): btu_ble_process_adv_pkt
12-18 16:58:31.664 D/BtGatt.btif( 3446): btif_gattc_upstreams_evt: Event 4096
12-18 16:58:31.664 D/BtGatt.GattService( 3446): onScanResult() - address=5D:F3:83:87:F7:D6, rssi=-68
12-18 16:58:31.664 D/BluetoothAdapter( 3577): onScanResult() - Device=5D:F3:83:87:F7:D6 RSSI=-68
12-18 16:58:31.676 D/dalvikvm( 3999): GC_FOR_ALLOC freed 1K, 14% free 56069K/64568K, paused 57ms, total 57ms
12-18 16:58:31.734 I/bt-hci  ( 3446): BLE HCI(id=62) event = 0x02)
12-18 16:58:31.734 I/bt-hci  ( 3446): btu_ble_process_adv_pkt
12-18 16:58:31.734 D/BtGatt.btif( 3446): btif_gattc_upstreams_evt: Event 4096
12-18 16:58:31.734 D/BtGatt.GattService( 3446): onScanResult() - address=7A:54:A6:44:9E:4B, rssi=-48
12-18 16:58:31.735 D/BluetoothAdapter( 3577): onScanResult() - Device=7A:54:A6:44:9E:4B RSSI=-48
12-18 16:58:31.735 I/bt-hci  ( 3446): BLE HCI(id=62) event = 0x02)
12-18 16:58:31.735 I/bt-hci  ( 3446): btu_ble_process_adv_pkt
12-18 16:58:31.735 D/dalvikvm( 3999): GC_FOR_ALLOC freed 24K, 14% free 56069K/64568K, paused 55ms, total 55ms
12-18 16:58:31.736 D/BtGatt.btif( 3446): btif_gattc_upstreams_evt: Event 4096
12-18 16:58:31.736 D/BtGatt.GattService( 3446): onScanResult() - address=08:A3:66:0B:86:70, rssi=-68
12-18 16:58:31.736 D/BluetoothAdapter( 3577): onScanResult() - Device=08:A3:66:0B:86:70 RSSI=-68
12-18 16:58:31.737 I/dalvikvm-heap( 3999): Grow heap (frag case) to 55.135MB for 355032-byte allocation
12-18 16:58:31.791 D/dalvikvm( 3999): GC_FOR_ALLOC freed <1K, 14% free 56415K/64916K, paused 54ms, total 54ms
12-18 16:58:31.796 I/SingleImageView( 3999): costTime##createCornerTextView##start
12-18 16:58:31.810 I/bt-hci  ( 3446): BLE HCI(id=62) event = 0x02)
12-18 16:58:31.810 I/bt-hci  ( 3446): btu_ble_process_adv_pkt
12-18 16:58:31.810 D/BtGatt.btif( 3446): btif_gattc_upstreams_evt: Event 4096
12-18 16:58:31.810 D/BtGatt.GattService( 3446): onScanResult() - address=2E:9C:60:66:8F:D5, rssi=-48
12-18 16:58:31.811 D/BluetoothAdapter( 3577): onScanResult() - Device=2E:9C:60:66:8F:D5 RSSI=-48
12-18 16:58:31.855 D/dalvikvm( 3999): GC_FOR_ALLOC freed 20K, 14% free 56425K/64916K, paused 57ms, total 57ms
12-18 16:58:31.856 I/dalvikvm-heap( 3999): Grow heap (frag case) to 56.324MB for 1237516-byte allocation
12-18 16:58:31.911 D/dalvikvm( 3999): GC_FOR_ALLOC freed <1K, 13% free 57633K/66128K, paused 54ms, total 54ms
12-18 16:58:31.914 I/SingleImageView( 3999): costTime##createCornerTextView##end
12-18 16:58:31.914 I/SingleImageView( 3999): SingleImageView#showFullData##end
12-18 16:58:31.916 I/SingleImageView( 3999): costTime##createCornerTextView##start
12-18 16:58:31.916 D/pcapcmcc4( 3047): send_tcp_data_to_server_new: 2
12-18 16:58:31.916 D/pcapcmcc4( 3047): --- Send session --- Addr(1, 100.97.24.113 ~ 183.235.11.40) 
12-18 16:58:31.916 D/pcapcmcc4( 3047):  	 HTTPDATA:100.97.24.113#56749#183.235.11.40#8081#86048#86048#86048#86064#86048#86055#86064#1900#25#0#34397#35981#24#0#183.235.11.40:8081#/pics/micro-picture/category_item/2020-12-16/e3e756ee-01fc-4ceb-8bbf-ddd89162f3e7.jpg#200#49#0#0#2#200064#165335#130560#0#0#0#
12-18 16:58:31.916 D/pcapcmcc4( 3047): 
12-18 16:58:31.916 D/pcapcmcc4( 3047): reset pkg_num!
12-18 16:58:31.920 I/SingleImageView( 3999): costTime##createCornerTextView##end
12-18 16:58:31.920 I/SingleImageView( 3999): SingleImageView#showFullData##end
12-18 16:58:31.921 D/pcapcmcc4( 3047): send_tcp_data_to_server_new: 2
12-18 16:58:31.921 D/pcapcmcc4( 3047): --- Send session --- Addr(1, 100.97.24.113 ~ 183.235.11.40) 
12-18 16:58:31.921 D/pcapcmcc4( 3047):  	 HTTPDATA:100.97.24.113#46914#183.235.11.40#8081#86053#86053#86053#86086#86053#86061#86086#2890#40#0#55750#58324#39#0#183.235.11.40:8081#/pics/micro-picture/category_item/2020-12-16/0d73f705-f40c-447e-b99a-c4638cab9e45.jpg#200#79#0#0#2#404864#348368#291904#0#0#0#
12-18 16:58:31.921 D/pcapcmcc4( 3047): 
12-18 16:58:31.921 D/pcapcmcc4( 3047): reset pkg_num!
12-18 16:58:31.943 I/bt-hci  ( 3446): BLE HCI(id=62) event = 0x02)
12-18 16:58:31.943 I/bt-hci  ( 3446): btu_ble_process_adv_pkt
12-18 16:58:31.943 D/BtGatt.btif( 3446): btif_gattc_upstreams_evt: Event 4096
12-18 16:58:31.943 D/BtGatt.GattService( 3446): onScanResult() - address=01:A7:63:76:F3:9F, rssi=-48
12-18 16:58:31.944 D/BluetoothAdapter( 3577): onScanResult() - Device=01:A7:63:76:F3:9F RSSI=-48
12-18 16:58:31.949 I/bt-hci  ( 3446): BLE HCI(id=62) event = 0x02)
12-18 16:58:31.949 I/bt-hci  ( 3446): btu_ble_process_adv_pkt
12-18 16:58:31.949 D/BtGatt.btif( 3446): btif_gattc_upstreams_evt: Event 4096
12-18 16:58:31.949 D/BtGatt.GattService( 3446): onScanResult() - address=08:A3:66:0B:86:70, rssi=-68
12-18 16:58:31.950 D/BluetoothAdapter( 3577): onScanResult() - Device=08:A3:66:0B:86:70 RSSI=-68
12-18 16:58:31.979 D/dalvikvm( 3999): GC_FOR_ALLOC freed 18K, 13% free 57651K/66128K, paused 59ms, total 59ms
12-18 16:58:31.979 I/dalvikvm-heap( 3999): Grow heap (frag case) to 56.679MB for 353440-byte allocation
12-18 16:58:32.015 I/bt-hci  ( 3446): BLE HCI(id=62) event = 0x02)
12-18 16:58:32.015 I/bt-hci  ( 3446): btu_ble_process_adv_pkt
12-18 16:58:32.016 D/BtGatt.btif( 3446): btif_gattc_upstreams_evt: Event 4096
12-18 16:58:32.016 D/BtGatt.GattService( 3446): onScanResult() - address=2E:9C:60:66:8F:D5, rssi=-48
12-18 16:58:32.016 D/BluetoothAdapter( 3577): onScanResult() - Device=2E:9C:60:66:8F:D5 RSSI=-48
12-18 16:58:32.020 I/bt-hci  ( 3446): BLE HCI(id=62) event = 0x02)
12-18 16:58:32.021 I/bt-hci  ( 3446): btu_ble_process_adv_pkt
12-18 16:58:32.021 D/BtGatt.btif( 3446): btif_gattc_upstreams_evt: Event 4096
12-18 16:58:32.021 D/BtGatt.GattService( 3446): onScanResult() - address=3E:0B:9D:C7:73:72, rssi=-66
12-18 16:58:32.021 D/BluetoothAdapter( 3577): onScanResult() - Device=3E:0B:9D:C7:73:72 RSSI=-66
12-18 16:58:32.036 D/dalvikvm( 3999): GC_FOR_ALLOC freed <1K, 13% free 57996K/66476K, paused 57ms, total 57ms
12-18 16:58:32.037 I/SingleImageView( 3999): costTime##createCornerTextView##start
12-18 16:58:32.040 I/SingleImageView( 3999): costTime##createCornerTextView##end
12-18 16:58:32.040 I/SingleImageView( 3999): SingleImageView#showFullData##end
12-18 16:58:32.042 I/SingleImageView( 3999): costTime##createCornerTextView##start
12-18 16:58:32.044 D/pcapcmcc4( 3047): send_tcp_data_to_server_new: 2
12-18 16:58:32.044 D/pcapcmcc4( 3047): --- Send session --- Addr(1, 100.97.24.113 ~ 183.235.11.40) 
12-18 16:58:32.044 D/pcapcmcc4( 3047):  	 HTTPDATA:100.97.24.113#60407#183.235.11.40#8081#86055#86055#86055#86128#86055#86063#86128#6592#94#3#342509#359268#238#6#183.235.11.40:8081#/pics/apk_site/biz_58411101/biz_44159017/positions/BizPosition_8805/element_161508/images/element_161508_img_20201218163019.jpgg#200#332#0#1#2#522880#460659#357504#0#1#0#
12-18 16:58:32.044 D/pcapcmcc4( 3047): 
12-18 16:58:32.044 D/pcapcmcc4( 3047): reset pkg_num!
12-18 16:58:32.045 I/SingleImageView( 3999): costTime##createCornerTextView##end
12-18 16:58:32.046 I/SingleImageView( 3999): SingleImageView#showFullData##end
12-18 16:58:32.047 I/SingleImageView( 3999): costTime##createCornerTextView##start
12-18 16:58:32.048 D/pcapcmcc4( 3047): send_tcp_data_to_server_new: 2
12-18 16:58:32.048 D/pcapcmcc4( 3047): --- Send session --- Addr(1, 100.97.24.113 ~ 183.235.11.40) 
12-18 16:58:32.048 D/pcapcmcc4( 3047):  	 HTTPDATA:100.97.24.113#59948#183.235.11.40#8081#86065#86076#86076#86339#86309#86318#86339#3170#42#1#53726#57888#41#3#183.235.11.40:8081#/pics/micro-picture/category_item/2020-12-15/aa9a4c36-a67f-4bb7-a384-981a8c20f6c2.jpg#200#83#0#1#2#136384#81214#29184#0#1#0#
12-18 16:58:32.048 D/pcapcmcc4( 3047): 
12-18 16:58:32.049 D/pcapcmcc4( 3047): reset pkg_num!
12-18 16:58:32.051 I/SingleImageView( 3999): costTime##createCornerTextView##end
12-18 16:58:32.051 I/SingleImageView( 3999): SingleImageView#showFullData##end
12-18 16:58:32.064 D/dalvikvm( 2712): GC_CONCURRENT freed 915K, 37% free 3405K/5356K, paused 1ms+2ms, total 19ms
12-18 16:58:32.089 I/bt-hci  ( 3446): BLE HCI(id=62) event = 0x02)
12-18 16:58:32.089 I/bt-hci  ( 3446): btu_ble_process_adv_pkt
12-18 16:58:32.089 D/BtGatt.btif( 3446): btif_gattc_upstreams_evt: Event 4096
12-18 16:58:32.089 D/BtGatt.GattService( 3446): onScanResult() - address=7F:51:2D:B6:82:52, rssi=-64
12-18 16:58:32.089 D/BluetoothAdapter( 3577): onScanResult() - Device=7F:51:2D:B6:82:52 RSSI=-64
12-18 16:58:32.108 D/dalvikvm( 3999): GC_FOR_ALLOC freed 25K, 13% free 58030K/66476K, paused 56ms, total 56ms
12-18 16:58:32.110 I/dalvikvm-heap( 3999): Grow heap (frag case) to 57.892MB for 1237516-byte allocation
12-18 16:58:32.152 I/bt-hci  ( 3446): BLE HCI(id=62) event = 0x02)
12-18 16:58:32.152 I/bt-hci  ( 3446): btu_ble_process_adv_pkt
12-18 16:58:32.152 D/BtGatt.btif( 3446): btif_gattc_upstreams_evt: Event 4096
12-18 16:58:32.152 D/BtGatt.GattService( 3446): onScanResult() - address=6E:59:0F:8E:D4:12, rssi=-72
12-18 16:58:32.152 D/BluetoothAdapter( 3577): onScanResult() - Device=6E:59:0F:8E:D4:12 RSSI=-72
12-18 16:58:32.157 I/bt-hci  ( 3446): BLE HCI(id=62) event = 0x02)
12-18 16:58:32.157 I/bt-hci  ( 3446): btu_ble_process_adv_pkt
12-18 16:58:32.157 D/BtGatt.btif( 3446): btif_gattc_upstreams_evt: Event 4096
12-18 16:58:32.157 D/BtGatt.GattService( 3446): onScanResult() - address=08:A3:66:0B:86:70, rssi=-70
12-18 16:58:32.157 D/BluetoothAdapter( 3577): onScanResult() - Device=08:A3:66:0B:86:70 RSSI=-70
12-18 16:58:32.164 D/dalvikvm( 3999): GC_FOR_ALLOC freed <1K, 13% free 59238K/67688K, paused 54ms, total 54ms
12-18 16:58:32.166 I/SingleImageView( 3999): costTime##createCornerTextView##start
12-18 16:58:32.222 I/bt-hci  ( 3446): BLE HCI(id=62) event = 0x02)
12-18 16:58:32.222 I/bt-hci  ( 3446): btu_ble_process_adv_pkt
12-18 16:58:32.222 D/BtGatt.btif( 3446): btif_gattc_upstreams_evt: Event 4096
12-18 16:58:32.223 D/BtGatt.GattService( 3446): onScanResult() - address=7A:54:A6:44:9E:4B, rssi=-50
12-18 16:58:32.223 I/bt-hci  ( 3446): BLE HCI(id=62) event = 0x02)
12-18 16:58:32.223 I/bt-hci  ( 3446): btu_ble_process_adv_pkt
12-18 16:58:32.223 D/BluetoothAdapter( 3577): onScanResult() - Device=7A:54:A6:44:9E:4B RSSI=-50
12-18 16:58:32.224 D/BtGatt.btif( 3446): btif_gattc_upstreams_evt: Event 4096
12-18 16:58:32.224 D/BtGatt.GattService( 3446): onScanResult() - address=3E:0B:9D:C7:73:72, rssi=-66
12-18 16:58:32.224 D/dalvikvm( 3999): GC_FOR_ALLOC freed 4K, 13% free 59242K/67688K, paused 57ms, total 57ms
12-18 16:58:32.225 D/BluetoothAdapter( 3577): onScanResult() - Device=3E:0B:9D:C7:73:72 RSSI=-66
12-18 16:58:32.225 I/dalvikvm-heap( 3999): Grow heap (frag case) to 58.232MB for 353440-byte allocation
12-18 16:58:32.226 I/bt-hci  ( 3446): BLE HCI(id=62) event = 0x02)
12-18 16:58:32.226 I/bt-hci  ( 3446): btu_ble_process_adv_pkt
12-18 16:58:32.226 D/BtGatt.btif( 3446): btif_gattc_upstreams_evt: Event 4096
12-18 16:58:32.226 D/BtGatt.GattService( 3446): onScanResult() - address=2E:9C:60:66:8F:D5, rssi=-50
12-18 16:58:32.227 D/BluetoothAdapter( 3577): onScanResult() - Device=2E:9C:60:66:8F:D5 RSSI=-50
12-18 16:58:32.281 D/dalvikvm( 3999): GC_FOR_ALLOC freed <1K, 13% free 59586K/68036K, paused 56ms, total 56ms
12-18 16:58:32.286 I/SingleImageView( 3999): costTime##createCornerTextView##end
12-18 16:58:32.286 I/SingleImageView( 3999): SingleImageView#showFullData##end
12-18 16:58:32.288 I/SingleImageView( 3999): costTime##createCornerTextView##start
12-18 16:58:32.292 I/SingleImageView( 3999): costTime##createCornerTextView##end
12-18 16:58:32.292 I/SingleImageView( 3999): SingleImageView#showFullData##end
12-18 16:58:32.293 I/SingleImageView( 3999): costTime##createCornerTextView##start
12-18 16:58:32.294 D/pcapcmcc4( 3047): send_tcp_data_to_server_new: 2
12-18 16:58:32.295 D/pcapcmcc4( 3047): --- Send session --- Addr(1, 100.97.24.113 ~ 183.235.11.40) 
12-18 16:58:32.295 D/pcapcmcc4( 3047):  	 HTTPDATA:100.97.24.113#46914#183.235.11.40#8081#86433#86433#86433#86451#86433#86440#86451#2560#35#0#48421#50665#34#0#183.235.11.40:8081#/pics/micro-picture/category_item/2020-12-17/9ad59772-becb-412e-8310-e846b9b224dd.jpg#200#69#0#0#2#493568#453293#404864#0#0#0#
12-18 16:58:32.295 D/pcapcmcc4( 3047): 
12-18 16:58:32.295 D/pcapcmcc4( 3047): reset pkg_num!
12-18 16:58:32.297 I/SingleImageView( 3999): costTime##createCornerTextView##end
12-18 16:58:32.297 I/SingleImageView( 3999): SingleImageView#showFullData##end
12-18 16:58:32.299 I/SingleImageView( 3999): costTime##createCornerTextView##start
12-18 16:58:32.301 I/SingleImageView( 3999): costTime##createCornerTextView##end
12-18 16:58:32.302 I/SingleImageView( 3999): SingleImageView#showFullData##end
12-18 16:58:32.303 I/SingleImageView( 3999): costTime##createCornerTextView##start
12-18 16:58:32.303 D/pcapcmcc4( 3047): send_tcp_data_to_server_new: 2
12-18 16:58:32.303 D/pcapcmcc4( 3047): --- Send session --- Addr(1, 100.97.24.113 ~ 183.235.11.40) 
12-18 16:58:32.303 D/pcapcmcc4( 3047):  	 HTTPDATA:100.97.24.113#56749#183.235.11.40#8081#86430#86430#86430#86463#86430#86437#86463#7654#111#1#162170#169562#112#3#183.235.11.40:8081#/pics/apk_site/biz_58411101/biz_44159017/positions/BizPosition_8807/element_162638/images/element_162638_img_20201218162742.jpg#200#223#0#0#2#440320#345921#200064#0#0#0#
12-18 16:58:32.303 D/pcapcmcc4( 3047): 
12-18 16:58:32.303 D/pcapcmcc4( 3047): reset pkg_num!
12-18 16:58:32.305 D/pcapcmcc4( 3047): send_tcp_data_to_server_new: 2
12-18 16:58:32.306 D/pcapcmcc4( 3047): --- Send session --- Addr(1, 100.97.24.113 ~ 183.235.11.40) 
12-18 16:58:32.306 D/pcapcmcc4( 3047):  	 HTTPDATA:100.97.24.113#60407#183.235.11.40#8081#86558#86558#86558#86567#86558#86566#86567#546#5#0#4518#4782#4#0#183.235.11.40:8081#/pics/showFlag/202003/30/2020033017222157266768.pngBizPosition_8805/element_161508/images/element_161508_img_20201218163019.jpg#200#9#0#0#2#531584#528089#522880#0#0#0#
12-18 16:58:32.306 D/pcapcmcc4( 3047): 
12-18 16:58:32.306 D/pcapcmcc4( 3047): reset pkg_num!
12-18 16:58:32.307 I/SingleImageView( 3999): costTime##createCornerTextView##end
12-18 16:58:32.307 I/SingleImageView( 3999): SingleImageView#showFullData##end
12-18 16:58:32.308 D/pcapcmcc4( 3047): send_tcp_data_to_server_new: 2
12-18 16:58:32.308 D/pcapcmcc4( 3047): --- Send session --- Addr(1, 100.97.24.113 ~ 183.235.11.40) 
12-18 16:58:32.308 D/pcapcmcc4( 3047):  	 HTTPDATA:100.97.24.113#59948#183.235.11.40#8081#86565#86565#86565#86580#86565#86572#86580#1812#24#0#33281#34799#23#1#183.235.11.40:8081#/pics/position/202008/21/2020082114305807126771.png36-a67f-4bb7-a384-981a8c20f6c2.jpg#200#47#0#0#2#203008#169680#136384#0#0#0#
12-18 16:58:32.308 D/pcapcmcc4( 3047): 
12-18 16:58:32.308 D/pcapcmcc4( 3047): reset pkg_num!
12-18 16:58:32.309 I/SingleImageView( 3999): costTime##createCornerTextView##start
12-18 16:58:32.311 I/SingleImageView( 3999): costTime##createCornerTextView##end
12-18 16:58:32.312 I/SingleImageView( 3999): SingleImageView#showFullData##end
12-18 16:58:32.313 I/SingleImageView( 3999): costTime##createCornerTextView##start
12-18 16:58:32.318 I/SingleImageView( 3999): costTime##createCornerTextView##end
12-18 16:58:32.318 I/SingleImageView( 3999): SingleImageView#showFullData##end
12-18 16:58:32.319 I/SingleImageView( 3999): costTime##createCornerTextView##start
12-18 16:58:32.322 I/SingleImageView( 3999): costTime##createCornerTextView##end
12-18 16:58:32.322 I/SingleImageView( 3999): SingleImageView#showFullData##end
12-18 16:58:32.324 I/SingleImageView( 3999): costTime##createCornerTextView##start
12-18 16:58:32.325 D/pcapcmcc4( 3047): send_tcp_data_to_server_new: 2
12-18 16:58:32.325 D/pcapcmcc4( 3047): --- Send session --- Addr(1, 100.97.24.113 ~ 183.235.11.40) 
12-18 16:58:32.325 D/pcapcmcc4( 3047):  	 HTTPDATA:100.97.24.113#46914#183.235.11.40#8081#86809#86809#86809#86827#86809#86817#86827#1944#26#0#34890#36540#25#1#183.235.11.40:8081#/pics/position/202008/21/2020082114312286630054.png72-becb-412e-8310-e846b9b224dd.jpg#200#51#0#0#2#522880#514377#494592#0#0#0#
12-18 16:58:32.325 D/pcapcmcc4( 3047): 
12-18 16:58:32.325 D/pcapcmcc4( 3047): reset pkg_num!
12-18 16:58:32.329 I/SingleImageView( 3999): costTime##createCornerTextView##end
12-18 16:58:32.329 I/SingleImageView( 3999): SingleImageView#showFullData##end
12-18 16:58:32.330 I/SingleImageView( 3999): costTime##createCornerTextView##start
12-18 16:58:32.332 W/ContextImpl( 2770): Calling a method in the system process without a qualified user: android.app.ContextImpl.startService:1589 android.content.ContextWrapper.startService:494 com.iflytek.xiri.system.ControlService$6.run:369 java.util.concurrent.Executors$RunnableAdapter.call:422 java.util.concurrent.FutureTask.runAndReset:279 
12-18 16:58:32.369 I/bt-hci  ( 3446): BLE HCI(id=62) event = 0x02)
12-18 16:58:32.369 I/bt-hci  ( 3446): btu_ble_process_adv_pkt
12-18 16:58:32.369 D/BtGatt.btif( 3446): btif_gattc_upstreams_evt: Event 4096
12-18 16:58:32.369 D/BtGatt.GattService( 3446): onScanResult() - address=01:A7:63:76:F3:9F, rssi=-48
12-18 16:58:32.369 D/BluetoothAdapter( 3577): onScanResult() - Device=01:A7:63:76:F3:9F RSSI=-48
12-18 16:58:32.370 I/bt-hci  ( 3446): BLE HCI(id=62) event = 0x02)
12-18 16:58:32.370 I/bt-hci  ( 3446): btu_ble_process_adv_pkt
12-18 16:58:32.370 D/BtGatt.btif( 3446): btif_gattc_upstreams_evt: Event 4096
12-18 16:58:32.370 D/BtGatt.GattService( 3446): onScanResult() - address=4F:8A:F2:B1:42:E7, rssi=-66
12-18 16:58:32.371 D/BluetoothAdapter( 3577): onScanResult() - Device=4F:8A:F2:B1:42:E7 RSSI=-66
